Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Level
GCA_964167085.1	INEI123354	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168225.1	INEI123427	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168895.1	INEI123421	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169345.1	INEI123016	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170555.1	INEI123910	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173365.1	INEI123673	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174065.1	INEI124339	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174925.1	INEI124469	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964078075.1	INEI106666	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964133005.1	INEI116958	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964133025.1	INEI117050	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964146985.1	INEI120593	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964149595.1	INEI120517	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964150885.1	INEI120806	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152035.1	INEI120794	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152795.1	INEI120858	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964154485.1	INEI121575	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964156545.1	INEI121614	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964156675.1	INEI121602	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157065.1	INEI121751	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157475.1	INEI121790	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157565.1	INEI121789	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157615.1	INEI121815	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157725.1	INEI121782	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157735.1	INEI121768	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157825.1	INEI121832	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158025.1	INEI121785	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158575.1	INEI121776	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158645.1	INEI121752	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158715.1	INEI121802	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159055.1	INEI121715	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159125.1	INEI121718	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164595.1	INEI122708	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165215.1	INEI122850	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165575.1	INEI122797	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165955.1	INEI122851	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964166815.1	INEI122975	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167325.1	INEI123023	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171795.1	INEI123618	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171935.1	INEI123672	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173295.1	INEI123682	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173745.1	INEI123703	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174735.1	INEI124348	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964176145.1	INEI124164	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964177135.1	INEI124191	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964180745.1	INEI124840	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964149315.1	INEI120518	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964149485.1	INEI120521	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964150485.1	INEI120956	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964150945.1	INEI121106	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964151625.1	INEI120959	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964151775.1	INEI120960	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152215.1	INEI120942	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964153185.1	INEI120917	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964153905.1	INEI121635	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964154865.1	INEI121594	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964156585.1	INEI121608	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964156925.1	INEI121910	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157005.1	INEI121846	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157645.1	INEI121669	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157895.1	INEI121833	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158115.1	INEI121868	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158445.1	INEI121837	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158695.1	INEI121902	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158775.1	INEI121656	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158825.1	INEI121784	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158915.1	INEI121707	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159155.1	INEI121713	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964159725.1	INEI122327	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964162375.1	INEI122487	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964162935.1	INEI122522	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964163695.1	INEI122721	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964163845.1	INEI122731	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164015.1	INEI122734	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164315.1	INEI122429	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164395.1	INEI122735	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164785.1	INEI122736	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165045.1	INEI122911	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165225.1	INEI122875	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165295.1	INEI122818	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165385.1	INEI122842	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165665.1	INEI122810	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165845.1	INEI122847	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165935.1	INEI122807	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964166425.1	INEI122902	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964166475.1	INEI122914	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964166565.1	INEI122814	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964166825.1	INEI123000	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167145.1	INEI123284	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167425.1	INEI123288	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167535.1	INEI123038	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167545.1	INEI123338	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167585.1	INEI123355	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167825.1	INEI123341	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167885.1	INEI123082	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168185.1	INEI123305	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168415.1	INEI123317	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168605.1	INEI123357	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964168655.1	INEI123314	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169035.1	INEI123459	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169215.1	INEI123502	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169525.1	INEI123512	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169595.1	INEI123551	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169765.1	INEI123478	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169935.1	INEI123514	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170195.1	INEI122979	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170725.1	INEI123644	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171025.1	INEI123619	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171265.1	INEI123599	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171365.1	INEI123659	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172135.1	INEI123674	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172165.1	INEI123626	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172335.1	INEI123677	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172385.1	INEI123947	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172395.1	INEI123571	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172715.1	INEI123755	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172815.1	INEI123738	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172865.1	INEI123697	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172965.1	INEI123731	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173315.1	INEI123686	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173335.1	INEI123675	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173385.1	INEI123663	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173475.1	INEI123586	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173775.1	INEI123710	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173795.1	INEI123715	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173815.1	INEI123739	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173905.1	INEI123745	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173945.1	INEI123643	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173965.1	INEI123727	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173975.1	INEI123693	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174045.1	INEI123726	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964075345.1	INEI107920	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964154135.1	INEI121627	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964155555.1	INEI121606	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964156635.1	INEI121591	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964156725.1	INEI121613	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157015.1	INEI121761	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157175.1	INEI121693	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157345.1	INEI121867	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157365.1	INEI121893	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157405.1	INEI121735	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964157605.1	INEI121808	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158735.1	INEI121794	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964158885.1	INEI121654	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964163265.1	INEI122381	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164045.1	INEI122374	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964164065.1	INEI122495	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165035.1	INEI122913	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165265.1	INEI122792	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964165615.1	INEI122858	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964166455.1	INEI122897	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964166715.1	INEI122825	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964167595.1	INEI123351	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169195.1	INEI123503	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169415.1	INEI123445	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169505.1	INEI123534	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169605.1	INEI123463	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964169975.1	INEI123499	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170335.1	INEI123458	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964170985.1	INEI123656	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171215.1	INEI123655	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964171875.1	INEI123582	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172575.1	INEI123590	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964172695.1	INEI123750	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173105.1	INEI123620	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173185.1	INEI123728	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173825.1	INEI123723	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964173855.1	INEI123735	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174405.1	INEI124261	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174645.1	INEI124374	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964174945.1	INEI124354	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964175065.1	INEI124343	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964183155.1	INEI125196	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147205.1	INEI120612	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147325.1	INEI120564	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964147505.1	INEI120511	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964150705.1	INEI120815	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964150835.1	INEI120882	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964151925.1	INEI120933	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152435.1	INEI120885	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152445.1	INEI120952	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
GCA_964152485.1	INEI120963	Severe acute respiratory syndrome coronavirus 2	2697049	Chromosome
